8.940681147780020547e+04,3.646979021527446457e+04
8.571735579943147604e+04,3.801975387673686782e+04
8.919867849232036679e+04,3.668688821516061580e+04
8.556512920169807330e+04,3.830943249678362190e+04
8.669624246269470314e+04,3.752462350716801302e+04
8.398380530335236108e+04,4.000110990497574676e+04
8.539057865027907246e+04,3.840860897753842437e+04
8.483227874871261884e+04,3.883736816697758331e+04
8.563898704507609364e+04,3.814865393905393285e+04
9.420878233192014159e+04,3.614575920334583498e+04
8.379249491632889840e+04,4.005402037525003834e+04
8.982051668979431270e+04,3.646006713404392940e+04
8.379249491632889840e+04,4.005402037525003834e+04
8.571735579943147604e+04,3.801975387673686782e+04
8.532446531761877122e+04,3.866866387384873815e+04
8.539057865027907246e+04,3.840860897753842437e+04
8.800229055017762585e+04,3.712657183787392569e+04
8.815929014209343586e+04,3.674386730282624194e+04
8.563106129685702035e+04,3.820210716053665965e+04
8.447209385646332521e+04,3.930933299538557185e+04
8.563106129685702035e+04,3.820210716053665965e+04
8.669624246269470314e+04,3.752462350716801302e+04
8.556512920169807330e+04,3.830943249678362190e+04
8.408230133203434525e+04,3.985695714182042866e+04
8.483227874871261884e+04,3.883736816697758331e+04
8.641467138975646230e+04,3.769572679996935040e+04
8.982051668979431270e+04,3.646006713404392940e+04
8.706080879121598264e+04,3.724636205851313571e+04
8.563898704507609364e+04,3.814865393905393285e+04
8.398380530335236108e+04,4.000110990497574676e+04
8.678356105443873093e+04,3.737452333798221662e+04
8.800775971883567399e+04,3.700219224680386105e+04
8.809146695897431346e+04,3.694661822418578959e+04
8.809146695897431346e+04,3.694661822418578959e+04
8.411824360766426253e+04,3.977207673042624810e+04
8.784441357457157574e+04,3.718656750168962753e+04
8.483227874871261884e+04,3.883736816697758331e+04
8.481819715052116953e+04,3.904476589097564283e+04
8.452297607592778513e+04,3.921407287962551345e+04
8.641467138975646230e+04,3.769572679996935040e+04
8.532846320287819253e+04,3.861896323966814089e+04
8.442405251258090721e+04,3.941819920006438042e+04
8.610801398978543875e+04,3.782194530476613727e+04
8.658198311064376321e+04,3.769496854823530157e+04
8.452744835553019948e+04,3.911200343962902843e+04
9.706190965122690250e+04,3.593400262558426766e+04
8.527833846064598765e+04,3.871165327406272263e+04
8.532846320287819253e+04,3.861896323966814089e+04
8.408230133203434525e+04,3.985695714182042866e+04
8.407972458686796017e+04,3.995864476003662276e+04
8.570943005121240276e+04,3.804787334941238805e+04
8.442362335889838869e+04,3.945764553001487366e+04
8.919867849232036679e+04,3.668688821516061580e+04
8.662579498606268317e+04,3.763114497422572458e+04
9.413908802149382245e+04,3.630602578841746436e+04
8.596106829167969408e+04,3.795874002562952955e+04
8.527833846064598765e+04,3.871165327406272263e+04
8.534496106603613589e+04,3.861474177843875077e+04
8.610801398978543875e+04,3.782194530476613727e+04
8.411824360766426253e+04,3.977207673042624810e+04
8.442362335889838869e+04,3.945764553001487366e+04
8.784441357457157574e+04,3.718656750168962753e+04
8.662579498606268317e+04,3.763114497422572458e+04
8.706080879121598264e+04,3.724636205851313571e+04
8.452744835553019948e+04,3.911200343962902843e+04
8.706080879121598264e+04,3.724636205851313571e+04
8.570943005121240276e+04,3.804787334941238805e+04
8.505088689980484196e+04,3.873020775609085831e+04
8.800775971883567399e+04,3.700219224680386105e+04
8.602322421026024676e+04,3.791322769501292350e+04
8.940681147780020547e+04,3.646979021527446457e+04
8.532446531761877122e+04,3.866866387384873815e+04
8.982051668979431270e+04,3.646006713404392940e+04
9.374037955342454370e+04,3.641523928303907451e+04
8.609258110798650887e+04,3.789750118300060421e+04
9.706190965122690250e+04,3.593400262558426766e+04
8.538399919813737506e+04,3.852231007679291361e+04
8.538399919813737506e+04,3.852231007679291361e+04
8.534496106603613589e+04,3.861474177843875077e+04
8.452297607592778513e+04,3.921407287962551345e+04
8.982051668979431270e+04,3.646006713404392940e+04
9.422640269036083191e+04,3.611250305866044073e+04
8.596106829167969408e+04,3.795874002562952955e+04
9.374037955342454370e+04,3.641523928303907451e+04
8.481819715052116953e+04,3.904476589097564283e+04
8.602322421026024676e+04,3.791322769501292350e+04
9.413908802149382245e+04,3.630602578841746436e+04
8.411824360766426253e+04,3.977207673042624810e+04
8.505088689980484196e+04,3.873020775609085831e+04
9.374037955342454370e+04,3.641523928303907451e+04
8.407972458686796017e+04,3.995864476003662276e+04
8.800229055017762585e+04,3.712657183787392569e+04
8.447209385646332521e+04,3.930933299538557185e+04
8.609258110798650887e+04,3.789750118300060421e+04
8.658198311064376321e+04,3.769496854823530157e+04
8.678356105443873093e+04,3.737452333798221662e+04
8.815929014209343586e+04,3.674386730282624194e+04
8.442405251258090721e+04,3.941819920006438042e+04
9.420878233192014159e+04,3.614575920334583498e+04
9.422640269036083191e+04,3.611250305866044073e+04
